Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
2025,"Carlos Santana","CLE",25,97,86,19,15,2,0,2,6,9,10,0,17,0,1,0,1,2,0,0.220930232,2396
2025,"Tommy Pham","PIT",19,74,67,26,17,6,1,2,9,9,7,1,9,0,0,0,0,0,0,0.388059701,2967
2025,"Giancarlo Stanton","NYY",21,81,74,21,11,2,0,8,14,20,6,1,27,1,0,0,0,0,0,0.283783783,4949
2025,"Justin Turner","CHC",12,24,23,5,2,2,0,1,4,1,1,0,3,0,0,0,0,1,0,0.217391304,5235
2025,"Freddie Freeman","LAD",24,101,91,23,16,6,0,1,8,13,9,0,32,1,0,0,2,2,1,0.252747252,5361
2025,"Jose Altuve","HOU",24,105,91,33,20,7,1,5,20,21,11,1,15,1,2,0,4,0,1,0.362637362,5417
2025,"Kyle Higashioka","TEX",16,60,58,22,14,2,1,5,8,11,1,0,12,0,1,0,0,3,0,0.379310344,5517
2025,"Wilmer Flores","SFG",16,60,56,14,12,1,0,1,4,4,2,0,12,1,1,0,1,0,0,0.25,5827
2025,"Martin Maldonado","SDP",15,40,36,10,7,3,0,0,3,4,2,0,13,0,0,2,0,0,0,0.277777777,6887
2025,"Salvador Perez","KCR",24,96,89,30,14,7,0,9,14,21,3,1,15,3,0,0,2,0,0,0.337078651,7304
2025,"Travis d'Arnaud","LAA",10,36,31,8,4,2,0,2,8,5,4,0,7,1,0,0,1,0,0,0.258064516,7739
2025,"Miguel Rojas","LAD",19,61,52,13,7,3,0,3,9,5,9,0,9,0,0,0,1,2,0,0.25,7802
2025,"Donovan Solano","SEA",11,29,25,4,3,0,1,0,3,2,1,0,5,2,1,0,3,0,0,0.16,8623
2025,"Paul Goldschmidt","NYY",21,78,75,21,12,9,0,0,10,6,3,1,17,0,0,0,3,0,1,0.28,9218
2025,"Starling Marte","NYM",8,30,27,13,9,4,0,0,3,2,2,0,4,0,1,0,0,1,0,0.481481481,9241
2025,"Christian Vazquez","MIN",13,43,39,9,8,1,0,0,1,4,2,0,5,1,1,0,1,0,0,0.23076923,9774
2025,"Nolan Arenado","STL",16,61,57,10,8,2,0,0,5,2,4,0,5,0,0,0,1,1,0,0.175438596,9777
2025,"Andrew McCutchen","PIT",20,86,78,13,10,1,0,2,6,3,8,0,22,0,0,0,2,0,1,0.166666666,9847
2025,"DJ LeMahieu","NYY",5,17,15,7,7,0,0,0,3,1,2,0,6,0,0,0,0,0,0,0.466666666,9874
2025,"Mike Trout","LAA",26,120,93,23,12,5,0,6,15,16,22,3,38,3,2,0,2,0,0,0.247311827,10155
2025,"Jose Iglesias","SDP",21,67,63,16,12,4,0,0,8,3,4,0,12,0,0,0,1,2,0,0.253968253,10231
2025,"Randal Grichuk","2 Tms",20,60,58,14,4,5,0,5,7,8,2,0,13,0,0,0,2,0,1,0.24137931,10243
2025,"Marcell Ozuna","ATL",19,69,54,9,4,1,0,4,7,8,13,0,11,0,1,0,0,0,0,0.166666666,10324
2025,"Jon Singleton","HOU",3,9,9,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.111111111,10441
2025,"Enrique Hernandez","LAD",3,9,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10472
2025,"Gio Urshela","ATH",10,34,31,8,6,2,0,0,4,3,2,0,9,0,1,0,0,0,1,0.258064516,10681
2025,"Jurickson Profar","ATL",24,112,101,24,14,7,0,3,15,11,10,0,19,1,0,0,2,2,0,0.237623762,10815
