Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
2021,"Todd Frazier","PIT",7,19,18,2,2,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0.111111111,785
2021,"Tommy Hunter","NYM",1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1157
2021,"Albert Pujols","2 Tms",16,56,53,11,6,2,0,3,3,10,1,0,12,2,0,0,5,0,0,0.207547169,1177
2021,"Wilson Ramos","DET",9,37,35,5,4,1,0,0,3,4,2,0,8,0,0,0,0,0,0,0.142857142,1433
2021,"Miguel Cabrera","DET",24,104,93,19,17,0,0,2,6,12,9,0,22,1,1,0,6,0,0,0.204301075,1744
2021,"Clayton Kershaw","LAD",4,6,6,1,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0.166666666,2036
2021,"David Peralta","ARI",26,106,99,23,12,9,1,1,10,8,7,0,20,0,0,0,2,0,1,0.232323232,2136
2021,"Adam Wainwright","STL",5,12,11,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,2233
2021,"Carlos Santana","KCR",28,118,91,23,19,0,0,4,17,14,22,0,20,2,3,0,2,1,0,0.252747252,2396
2021,"Nelson Cruz","MIN",24,98,86,19,13,3,0,3,8,6,9,2,23,1,0,0,1,0,0,0.220930232,2434
2021,"Jhoulys Chacin","COL",2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2608
2021,"Manny Pina","MIL",12,33,26,5,3,0,0,2,3,3,7,0,5,0,0,0,0,0,0,0.192307692,2829
2021,"Ross Detwiler","MIA",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2859
2021,"Roberto Perez","CLE",1,5,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2900
2021,"Tommy Pham","SDP",28,107,87,22,16,1,2,3,16,10,19,0,24,0,1,0,3,4,1,0.252873563,2967
2021,"Mitch Moreland","OAK",13,51,47,11,8,2,0,1,4,4,4,0,12,0,0,0,0,0,0,0.234042553,3086
2021,"Kenley Jansen","LAD",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3096
2021,"Max Scherzer","WSN",5,12,11,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,3137
2021,"David Price","LAD",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3184
2021,"Charlie Culberson","TEX",20,68,62,13,10,2,0,1,8,5,6,1,17,0,0,0,1,1,0,0.209677419,3298
2021,"Matt Joyce","PHI",14,26,22,1,0,0,0,1,2,2,3,2,5,0,1,0,2,0,0,0.045454545,3353
2021,"Drew Butera","LAA",12,36,32,3,2,1,0,0,1,5,0,0,16,0,1,3,0,0,0,0.09375,3411
2021,"Jeff Mathis","ATL",3,9,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3448
2021,"Anthony Rizzo","CHC",20,82,68,20,13,5,1,1,8,11,10,2,9,3,1,0,2,0,0,0.294117647,3473
2021,"Eric Hosmer","SDP",21,83,77,19,15,2,0,2,8,13,5,1,11,1,0,0,2,2,0,0.246753246,3516
2021,"Rene Rivera","CLE",10,28,24,7,5,2,0,0,2,2,1,0,9,0,0,3,1,0,0,0.291666666,3648
2021,"Josh Reddick","ARI",11,41,41,15,9,6,0,0,4,4,0,0,6,0,0,0,1,0,0,0.365853658,3892
2021,"Michael Brantley","HOU",19,88,80,21,16,4,0,1,8,10,7,0,9,0,1,0,4,0,0,0.2625,4106
2021,"Jake Arrieta","CHC",4,6,6,2,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0.333333333,4153
2021,"Ryan Zimmerman","WSN",17,46,44,13,6,5,0,2,7,8,2,0,13,0,0,0,1,0,0,0.295454545,4220
2021,"Joey Votto","CIN",4,14,11,1,1,0,0,0,0,1,2,0,4,1,0,0,0,0,0,0.09090909,4314
2021,"Jed Lowrie","OAK",27,105,94,23,14,8,0,1,8,10,11,1,28,0,0,0,4,0,0,0.244680851,4418
2021,"Jordan Zimmermann","MIL",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4505
2021,"Starlin Castro","WSN",28,116,102,26,21,4,0,1,8,6,13,0,19,0,1,0,0,0,0,0.25490196,4579
2021,"Charlie Morton","ATL",3,5,5,1,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0.2,4676
2021,"Jarrod Dyson","KCR",12,31,27,6,5,0,1,0,3,0,3,0,4,0,0,1,0,1,1,0.222222222,4866
2021,"Mike Moustakas","CIN",13,45,37,9,6,1,0,2,5,8,5,0,8,1,2,0,3,0,0,0.243243243,4892
2021,"Scott Kazmir","SFG",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4897
2021,"Ender Inciarte","ATL",7,19,17,3,3,0,0,0,2,3,1,0,5,0,0,1,0,1,0,0.176470588,4922
2021,"Jon Lester","WSN",5,8,8,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.125,4930
2021,"Jason Heyward","CHC",14,52,47,7,3,2,0,2,5,6,4,0,13,1,0,0,0,1,0,0.14893617,4940
2021,"Giancarlo Stanton","NYY",13,58,50,12,6,3,0,3,3,9,8,0,21,0,0,0,2,0,0,0.24,4949
2021,"Asdrubal Cabrera","ARI",11,44,40,14,9,3,0,2,4,6,3,0,11,1,0,0,0,1,0,0.35,4962
2021,"Stephen Vogt","ARI",18,50,43,8,2,4,1,1,2,6,7,0,12,0,0,0,1,0,0,0.186046511,5000
2021,"Josh Donaldson","MIN",28,119,99,22,10,9,0,3,16,15,17,0,21,0,3,0,6,0,0,0.222222222,5038
